ID;Gender;Own_car;Own_property;Work_phone;Phone;Email;Unemployed;Num_children;Num_family;Account_length;Total_income;Age;Years_employed;Income_type;Education_type;Family_status;Housing_type;Occupation_type;Target
5037142;0;0;1;0;1;0;1;0;1;9;117000.0;6.577.274.002.888.490;0.0;Pensioner;Secondary / secondary special;Separated;House / apartment;Other;0
5037149;0;0;1;1;1;0;0;1;3;40;112500.0;4.096.456.463.856.200;9.180.202.194.432.460;Commercial associate;Secondary / secondary special;Married;House / apartment;Sales staff;0
5037152;0;0;1;0;0;0;0;0;2;54;135000.0;4.218.293.325.667.190;4.930.970.519.586.300;Commercial associate;Secondary / secondary special;Married;House / apartment;Waiters/barmen staff;0
5037153;0;0;1;0;0;0;0;1;2;60;225000.0;43.529.983.504.110.200;10.932.462.678.905.100;State servant;Secondary / secondary special;Single / not married;House / apartment;Other;0
5037156;1;0;1;1;0;0;0;0;1;12;360000.0;3.898.779.577.951.630;6.683.231.004.058.940;Working;Higher education;Single / not married;House / apartment;High skill tech staff;0
5037157;0;0;1;0;1;0;1;0;2;34;157500.0;6.259.129.208.676.420;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5037159;0;0;1;0;1;1;0;0;1;13;270000.0;3.835.807.716.790.890;8.350.616.371.314.940;Commercial associate;Higher education;Single / not married;House / apartment;Private service staff;0
5037161;1;1;1;0;0;0;0;1;3;56;171000.0;3.942.312.299.362.750;16.761.466.696.783.600;Commercial associate;Incomplete higher;Married;House / apartment;Managers;0
5037165;0;0;1;0;1;0;1;0;1;5;90000.0;5.903.201.297.767.920;0.0;Pensioner;Secondary / secondary special;Separated;House / apartment;Other;0
5037169;1;1;1;0;0;0;1;0;2;19;135000.0;6.710.610.074.128.830;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5037170;0;0;1;0;0;0;0;0;2;51;162000.0;6.005.325.229.128.590;9.516.964.756.292.050;Commercial associate;Secondary / secondary special;Married;House / apartment;Accountants;0
5037172;0;1;1;0;0;0;0;0;2;50;180000.0;4.704.819.400.809.050;13.180.284.331.642.600;Working;Secondary / secondary special;Civil marriage;House / apartment;Core staff;0
5037176;0;0;1;0;0;0;0;1;2;23;337500.0;3.944.776.415.669.040;11.800.379.200.120.400;Commercial associate;Higher education;Single / not married;House / apartment;Accountants;0
5037179;0;0;1;0;0;0;0;0;2;35;180000.0;4.077.017.324.106.580;34.333.353.867.635.800;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5037182;0;0;1;0;0;0;0;3;4;21;112500.0;4.513.165.910.319.850;10.130.255.925.857.400;Working;Secondary / secondary special;Widow;House / apartment;Sales staff;0
5037186;0;1;0;0;0;0;1;0;1;31;157500.0;5.730.165.574.926.240;0.0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;Other;0
5037187;0;1;1;1;0;0;0;0;2;25;405000.0;3.410.884.549.306.280;5.683.894.946.508.140;Working;Incomplete higher;Civil marriage;House / apartment;Sales staff;0
5037188;0;0;1;1;1;0;0;1;2;24;166500.0;3.432.787.805.362.190;70.993.928.691.212;Commercial associate;Higher education;Single / not married;House / apartment;Core staff;0
5037192;0;0;1;0;0;0;1;0;2;21;112500.0;55.590.463.869.894.600;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5037193;1;0;1;0;0;0;0;0;2;16;225000.0;3.496.581.038.625.020;0.8131583810755868;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5037195;0;0;1;0;0;0;1;0;1;37;90000.0;60.562.502.994.585.700;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5037197;0;0;1;0;1;0;1;0;2;7;112500.0;6.439.009.699.035.570;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5037198;1;1;1;1;1;0;0;1;3;43;180000.0;44.937.267.705.702.300;8.813.322.655.496.000;Commercial associate;Secondary / secondary special;Married;House / apartment;Drivers;1
5037199;0;1;1;0;0;0;0;1;3;51;135000.0;30.719.316.618.411.000;4.199.949.348.720.370;Working;Secondary / secondary special;Married;House / apartment;Managers;0
5037200;0;0;0;0;1;0;0;0;1;12;99000.0;23.091.507.696.941.000;0.36961744594344853;State servant;Incomplete higher;Single / not married;House / apartment;Other;1
5037201;0;0;1;0;0;1;1;0;2;27;243000.0;26.554.960.060.781.500;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5037202;0;1;1;0;0;0;0;1;3;0;112500.0;247.287.760.871.202;1.149.920.942.935.170;Working;Higher education;Married;House / apartment;Managers;0
5037203;0;1;1;0;0;1;0;0;2;5;382500.0;2.724.491.262.654.260;5.317.015.407.571.680;Commercial associate;Secondary / secondary special;Married;House / apartment;Core staff;0
5037205;1;0;1;1;1;0;0;3;5;14;180000.0;34.448.345.961.929.400;5.032.273.078.844.870;Working;Secondary / secondary special;Married;House / apartment;Drivers;0
5037209;0;0;0;1;1;0;0;2;4;14;135000.0;37.547.656.693.840.300;2.702.314.215.897.650;Commercial associate;Secondary / secondary special;Married;House / apartment;Sales staff;0
5037212;1;1;1;0;0;0;0;0;2;44;292500.0;347.111.850.346.003;6.483.363.792.548.780;State servant;Higher education;Married;House / apartment;High skill tech staff;0
5037213;0;0;1;0;0;0;0;0;2;49;315000.0;4.370.794.745.956.450;15.652.614.358.953.200;Commercial associate;Secondary / secondary special;Married;House / apartment;Core staff;0
5037215;0;1;0;0;0;0;1;0;2;31;225000.0;56.017.577.362.984.800;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5037218;0;1;1;0;0;0;0;1;3;15;135000.0;28.567.321.710.918.000;21.985.393.266.117.700;Working;Secondary / secondary special;Married;With parents;Laborers;0
5037220;1;1;1;0;0;0;0;0;2;24;166500.0;46.675.838.655.140.000;62.314.763.479.058.400;Working;Secondary / secondary special;Married;House / apartment;Other;1
5037222;0;0;1;0;0;0;0;2;4;5;180000.0;3.065.908.266.425.730;948.410.987.220.819;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5037223;1;1;0;1;1;0;0;1;3;12;270000.0;26.735.661.923.242.700;2.814.568.403.184.180;Working;Secondary / secondary special;Married;Municipal apartment;Laborers;0
5037224;0;1;1;0;0;0;0;0;2;22;247500.0;3.200.613.291.169.560;10.321.909.416.346.600;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Other;0
5037226;0;0;0;0;0;0;0;1;3;51;112500.0;4.151.214.603.995.970;5.568.902.852.214.620;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Sales staff;0
5037227;0;0;1;0;0;0;0;0;2;60;157500.0;54.399.474.321.854.600;0.6516218676632648;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5037229;0;0;0;0;0;0;0;0;2;41;364500.0;4.710.295.214.823.020;2.814.568.403.184.180;Working;Secondary / secondary special;Civil marriage;House / apartment;Sales staff;0
5037231;0;0;1;0;1;0;0;0;2;22;76500.0;4.996.406.497.053.320;3.028.398.940.429.980;Working;Secondary / secondary special;Married;House / apartment;Medicine staff;0
5037234;0;0;1;0;1;0;0;0;2;43;153000.0;3.151.604.755.744.470;4.451.836.793.363.310;Working;Secondary / secondary special;Married;House / apartment;Other;0
5037238;1;1;1;0;0;0;0;2;4;16;225000.0;4.109.050.836.088.350;8.150.749.159.804.780;Commercial associate;Secondary / secondary special;Married;House / apartment;Laborers;0
5037240;0;0;0;0;0;0;0;0;2;23;144000.0;44.074.826.998.500.900;0.8980334982922304;Working;Secondary / secondary special;Married;House / apartment;Cooking staff;0
5037241;0;1;1;0;1;0;0;0;2;22;247500.0;3.888.375.531.325.070;1.095.162.802.795.400;Working;Higher education;Married;House / apartment;Core staff;0
5037242;0;0;1;0;0;1;0;0;2;34;220500.0;27.433.828.210.024.800;6.814.650.540.394.390;Commercial associate;Incomplete higher;Married;House / apartment;Sales staff;0
5037243;0;0;1;0;0;0;1;0;2;13;121500.0;6.511.838.025.421.460;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5037245;0;0;1;0;0;0;1;0;2;24;180000.0;5.780.543.063.854.830;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5037247;1;1;1;0;0;0;0;2;4;17;112500.0;3.332.032.827.505.010;2.535.301.888.471.350;Working;Secondary / secondary special;Married;House / apartment;Laborers;1
5037248;1;1;0;0;0;0;0;0;2;51;135000.0;3.290.416.640.998.780;1.117.066.058.851.310;Working;Secondary / secondary special;Married;With parents;Laborers;0
5037249;1;0;0;0;1;0;0;0;1;29;112500.0;32.080.056.400.884.300;9.949.554.063.396.230;Working;Secondary / secondary special;Single / not married;House / apartment;Laborers;1
5037251;0;0;1;0;0;0;1;0;2;19;121500.0;5.185.595.871.236.230;0.0;Pensioner;Incomplete higher;Civil marriage;House / apartment;Other;0
5037252;0;0;1;0;0;0;0;0;2;36;157500.0;4.517.546.561.531.030;0.6187669835794027;Commercial associate;Secondary / secondary special;Married;House / apartment;Medicine staff;0
5037254;1;0;0;0;0;1;0;0;1;9;166500.0;2.300.115.676.571.040;12.320.581.531.448.200;Working;Secondary / secondary special;Single / not married;House / apartment;Laborers;0
5037255;0;0;1;1;0;0;0;0;2;52;202500.0;5.377.523.152.426.120;8.736.661.259.300.320;Working;Secondary / secondary special;Civil marriage;House / apartment;Sales staff;0
5037257;0;0;1;0;0;0;0;0;2;43;157500.0;4.173.391.650.752.580;7.285.570.545.596.410;Working;Secondary / secondary special;Married;House / apartment;Core staff;1
5037259;0;0;1;0;0;0;0;1;3;14;135000.0;31.255.946.391.780.800;1.149.920.942.935.170;Commercial associate;Higher education;Married;House / apartment;High skill tech staff;0
5037261;0;0;1;0;0;0;0;0;2;35;135000.0;32.843.932.455.834.100;12.320.581.531.448.200;Commercial associate;Secondary / secondary special;Married;House / apartment;Medicine staff;0
5037264;0;1;1;0;0;0;0;1;3;31;135000.0;4.173.391.650.752.580;1.823.172.275.953.640;State servant;Higher education;Married;House / apartment;Core staff;1
5037265;0;0;0;0;0;0;0;2;3;9;247500.0;35.294.359.227.088.800;2.984.318.637.617.470;Working;Secondary / secondary special;Single / not married;House / apartment;Private service staff;0
5037266;1;1;0;0;0;0;0;0;1;11;225000.0;32.559.190.127.107.300;3.619.513.063.238.800;Working;Secondary / secondary special;Single / not married;House / apartment;Drivers;1
5037268;0;0;1;0;0;0;0;0;2;41;112500.0;4.817.347.378.796.270;21.164.021.164.021.100;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Laborers;0
5037269;0;0;1;0;0;0;1;0;2;21;90000.0;61.455.060.678.864.000;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5037270;0;0;1;0;1;0;0;0;2;5;337500.0;48.220.018.207.081.500;0.5694846574536095;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5037273;0;0;1;0;0;0;0;0;1;9;180000.0;42.319.828.607.021.300;19.493.897.889.758.100;Working;Higher education;Single / not married;House / apartment;Core staff;1
5037275;1;0;0;0;1;0;0;0;1;43;225000.0;25.697.995.167.594.100;1.401.808.387.578.110;Working;Secondary / secondary special;Single / not married;House / apartment;Laborers;0
5037277;1;1;1;0;1;0;0;0;2;46;135000.0;47.193.303.079.460.900;256.815.677.255.522;Working;Secondary / secondary special;Married;House / apartment;Drivers;1
5037279;0;0;1;0;0;0;1;0;1;28;202500.0;6.319.910.744.231.570;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5037281;1;0;1;0;0;0;1;0;2;32;103500.0;6.363.991.047.044.080;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5037284;0;0;0;0;0;0;0;1;3;26;202500.0;33.071.178.737.414.100;8.651.786.142.083.680;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Other;0
5037287;1;0;0;0;0;0;0;0;2;42;270000.0;359.487.190.017.591;6.535.384.025.681.560;Working;Secondary / secondary special;Married;House / apartment;Other;0
5037290;0;1;1;0;0;0;1;0;2;7;112500.0;56.647.295.974.592.200;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5037291;0;0;0;0;0;0;0;0;2;38;315000.0;6.109.091.904.693.450;6.031.609.136.395.680;Working;Secondary / secondary special;Married;House / apartment;Other;0
5037292;0;0;1;1;0;0;0;2;4;39;270000.0;4.134.513.371.253.340;10.568.321.046.975.600;Commercial associate;Higher education;Married;House / apartment;Accountants;0
5037296;0;0;1;0;0;0;0;0;2;47;265500.0;4.824.739.727.715.140;15.233.714.586.884.000;State servant;Higher education;Married;House / apartment;Managers;0
5037298;0;0;1;1;0;0;0;1;3;34;180000.0;28.309.958.452.261.100;6.702.396.353.107.860;Working;Higher education;Married;House / apartment;High skill tech staff;0
5037299;1;0;1;0;0;0;0;0;1;5;90000.0;28.978.007.761.966.300;2.702.314.215.897.650;Working;Secondary / secondary special;Single / not married;House / apartment;Laborers;0
5037300;0;0;1;1;1;0;0;0;2;35;135000.0;5.284.434.314.188.510;13.199.449.680.691.500;Commercial associate;Secondary / secondary special;Married;House / apartment;Managers;0
5037303;1;1;1;1;1;0;0;0;1;25;270000.0;30.204.590.101.097.200;2.702.314.215.897.650;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Core staff;0
5037304;1;1;1;0;0;0;0;0;2;52;90000.0;3.345.996.153.240.650;4.451.836.793.363.310;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Laborers;0
5037305;0;1;1;0;0;0;0;0;2;18;661500.0;5.490.324.921.114.050;9.369.117.777.914.670;Commercial associate;Higher education;Married;House / apartment;Accountants;0
5037306;0;0;1;0;0;0;1;0;2;57;162000.0;6.226.000.533.891.860;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5038504;0;0;1;0;1;0;0;2;4;2;216000.0;3.517.115.341.177.430;6.042.560.764.423.630;Commercial associate;Secondary / secondary special;Married;With parents;Other;0
5038505;0;0;1;0;0;0;0;0;2;15;103500.0;3.245.788.756.784.870;1.254.782.781.302.830;Working;Incomplete higher;Married;House / apartment;Laborers;1
5038521;0;0;1;0;0;0;1;0;1;40;135000.0;60.077.893.454.348.800;0.0;Pensioner;Higher education;Separated;House / apartment;Other;0
5038523;1;0;1;0;0;0;0;1;3;31;112500.0;4.366.414.094.745.270;3.378.577.246.623.810;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5038528;0;0;1;0;0;0;1;0;2;40;135000.0;5.873.905.692.793.140;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;1
5038532;1;0;0;0;0;0;0;2;4;37;202500.0;2.601.285.447.339.780;3.630.464.691.266.760;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5038534;0;1;1;1;0;0;0;0;2;47;112500.0;43.962.572.811.214.400;8.295.858.231.175.170;Working;Secondary / secondary special;Married;House / apartment;Cooking staff;0
5038537;0;0;1;0;0;0;0;0;2;6;135000.0;5.597.650.875.788.000;1.146.361.663.826.080;Commercial associate;Secondary / secondary special;Married;House / apartment;Laborers;0
5038542;1;1;0;0;0;0;0;0;2;20;225000.0;25.952.620.519.244.000;3.129.427.708.987.860;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5038553;1;1;1;0;0;0;0;2;4;4;180000.0;4.043.888.649.322.020;32.115.649.191.975.100;Working;Secondary / secondary special;Married;House / apartment;Drivers;0
5038559;0;0;1;0;0;0;0;1;2;38;112500.0;4.081.671.766.018.460;2.376.503.282.066.020;Working;Secondary / secondary special;Single / not married;House / apartment;Cooking staff;1
5038564;1;1;1;0;1;0;0;0;2;55;202500.0;5.468.695.455.758.840;0.6297186116073568;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5038571;0;0;1;0;0;0;1;0;2;26;112500.0;6.660.506.375.900.940;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5038586;0;0;1;0;0;1;0;2;4;34;202500.0;31.510.571.743.430.700;0.6297186116073568;Commercial associate;Secondary / secondary special;Civil marriage;Municipal apartment;Cooking staff;0
5038588;1;0;1;0;0;0;0;0;2;0;135000.0;52.422.705.462.808.900;9.043.306.844.083.040;Commercial associate;Higher education;Married;House / apartment;Drivers;0
5038589;0;1;1;0;0;0;0;1;3;43;54000.0;4.604.064.422.951.870;0.8816060562502994;Working;Secondary / secondary special;Married;House / apartment;Other;0
5038594;1;0;0;0;0;0;0;0;1;0;180000.0;4.971.491.543.289.730;3.129.427.708.987.860;Working;Secondary / secondary special;Single / not married;House / apartment;Laborers;0
5038596;1;1;1;0;0;0;0;0;2;40;202500.0;2.834.555.124.335.200;46.298.007.488.175.600;Commercial associate;Higher education;Married;House / apartment;Drivers;0
5038603;0;0;1;0;0;0;0;2;4;32;180000.0;30.171.735.217.013.300;979.623.127.100.488;State servant;Higher education;Married;House / apartment;Core staff;0
5038610;0;0;0;0;0;0;0;1;3;13;112500.0;3.376.113.130.317.520;8.958.431.726.866.390;Commercial associate;Higher education;Married;With parents;Core staff;0
5038619;0;0;0;0;0;0;1;0;2;57;103500.0;666.570.839.921.422;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5038626;0;1;1;0;0;0;0;0;2;9;202500.0;5.450.077.688.111.320;16.378.159.715.805.200;Working;Secondary / secondary special;Married;House / apartment;Laborers;1
5038631;0;0;1;0;1;0;1;0;2;15;135000.0;5.746.593.016.968.170;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5038644;0;0;1;0;0;0;0;0;1;37;135000.0;3.664.414.738.153.410;10.431.425.696.626.200;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Other;0
5038651;0;0;1;0;1;1;1;0;1;18;67500.0;46.262.414.697.084.800;0.0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;Other;0
5038652;0;0;1;0;0;0;0;3;5;36;112500.0;380.240.525.130.564;14.795.649.465.765.800;Working;Higher education;Married;House / apartment;Other;0
5038655;1;0;1;0;0;0;1;0;2;17;54000.0;6.423.677.419.796.430;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5038656;0;0;1;0;0;0;0;0;2;20;112500.0;4.872.926.891.038.140;5.881.024.251.011.310;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5038658;1;0;1;0;1;0;0;1;3;13;225000.0;28.424.950.546.554.600;29.596.774.745.545.700;Working;Higher education;Married;House / apartment;Sales staff;0
5038672;0;0;1;1;1;0;0;0;2;35;67500.0;2.937.226.637.097.270;29.596.774.745.545.700;Working;Higher education;Married;House / apartment;Other;0
5038679;0;0;0;0;0;0;1;1;3;8;225000.0;4.964.646.775.772.260;0.0;Pensioner;Secondary / secondary special;Married;Municipal apartment;Other;0
5038683;0;0;1;0;0;0;1;0;2;2;180000.0;5.546.452.014.757.310;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5038688;0;1;0;0;0;0;0;0;2;28;240750.0;4.844.178.867.464.760;2.129.544.070.035.660;State servant;Secondary / secondary special;Civil marriage;With parents;Laborers;0
5038693;0;1;1;0;0;0;1;0;2;2;135000.0;5.841.050.808.709.280;0.0;Pensioner;Lower secondary;Married;House / apartment;Other;0
5038700;0;0;1;0;0;0;0;0;2;59;90000.0;468.127.340.054.895;27.954.030.541.352.600;Working;Secondary / secondary special;Married;House / apartment;Core staff;1
5038706;0;0;0;0;0;0;0;0;2;9;247500.0;4.768.338.843.371.180;18.809.421.138.011.000;State servant;Secondary / secondary special;Civil marriage;House / apartment;Medicine staff;0
5038709;1;0;1;0;0;1;0;1;2;14;337500.0;3.582.003.737.243.060;12.295.940.368.385.300;Commercial associate;Secondary / secondary special;Separated;House / apartment;Other;0
5038711;0;0;1;0;0;0;0;0;2;29;238500.0;6.090.747.927.746.630;3.979.821.625.358.490;Working;Secondary / secondary special;Married;House / apartment;High skill tech staff;0
5038715;1;1;1;1;0;0;0;0;1;27;193500.0;26.119.632.846.670.300;3.129.427.708.987.860;Working;Secondary / secondary special;Single / not married;House / apartment;Other;0
5038718;1;1;1;0;0;0;1;1;3;25;270000.0;42.418.393.259.272.900;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5038724;0;1;0;0;0;0;0;0;2;21;225000.0;2.755.977.193.234.630;8.377.995.441.384.830;Commercial associate;Secondary / secondary special;Married;House / apartment;Core staff;1
5038727;1;1;1;0;0;0;0;0;2;0;184500.0;3.810.071.390.925.200;0.4627062841810578;State servant;Higher education;Married;House / apartment;Managers;0
5038734;0;0;0;0;0;0;1;0;1;10;121500.0;6.431.617.350.116.700;0.0;Pensioner;Secondary / secondary special;Separated;House / apartment;Other;0
5038740;1;0;1;0;0;0;0;0;2;57;135000.0;433.109.509.435.512;0.4627062841810578;Working;Secondary / secondary special;Married;House / apartment;Security staff;0
5038745;1;1;1;0;0;0;0;2;4;2;157500.0;388.563.762.431.809;17.139.297.863.748.000;Commercial associate;Higher education;Married;With parents;Drivers;0
5038759;0;0;1;0;0;0;0;1;3;25;112500.0;3.762.158.018.302.900;14.294.612.483.486.900;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5038774;0;0;1;0;0;0;0;0;1;58;81000.0;53.222.174.308.849.500;18.376.831.830.906.800;State servant;Higher education;Widow;House / apartment;High skill tech staff;0
5038780;0;0;1;0;0;0;0;2;4;11;94500.0;3.313.415.059.857.490;5.128.099.824.089.470;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5038782;1;1;1;0;0;0;0;0;2;26;157500.0;3.707.947.459.564.530;3.630.464.691.266.760;Commercial associate;Higher education;Civil marriage;House / apartment;Drivers;0
5038787;0;0;1;0;0;0;1;0;2;47;157500.0;6.226.548.115.293.260;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5038800;1;1;1;0;0;1;0;0;2;21;202500.0;3.465.642.689.446.050;14.713.512.255.556.200;Commercial associate;Higher education;Married;House / apartment;Laborers;0
5038809;1;1;1;1;1;0;0;0;2;3;180000.0;3.742.992.669.253.980;12.950.300.143.055.600;Commercial associate;Secondary / secondary special;Married;Municipal apartment;Laborers;0
5038813;0;0;1;0;0;0;0;0;2;36;247500.0;53.022.307.097.339.400;20.424.786.272.134.200;Commercial associate;Secondary / secondary special;Married;House / apartment;Other;0
5038821;1;1;1;0;0;0;1;0;2;15;225000.0;6.086.641.067.236.150;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5038825;1;1;0;0;0;1;0;1;3;26;202500.0;24.939.594.926.658.300;1.629.054.669.158.160;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5038827;1;1;1;0;0;0;1;0;2;26;135000.0;60.891.051.835.424.400;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5038829;1;0;1;0;0;0;0;0;2;6;90000.0;5.045.141.241.777.720;35.483.274.810.571.000;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5038842;0;0;1;1;1;0;0;0;2;52;103500.0;4.656.358.446.785.350;4.295.776.093.964.960;Commercial associate;Secondary / secondary special;Married;House / apartment;Sales staff;0
5038851;0;0;1;0;0;0;1;0;2;35;90000.0;6.753.047.632.737.150;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;1
5038863;1;1;1;0;1;0;0;1;3;22;270000.0;396.667.967.172.495;4.462.788.421.391.260;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5038870;0;1;1;0;0;0;0;0;2;13;157500.0;34.700.233.406.572.300;1.796.066.996.584.460;Commercial associate;Secondary / secondary special;Married;House / apartment;Sales staff;0
5038877;0;0;1;0;0;0;0;0;1;28;202500.0;45.301.409.337.631.800;5.462.124.478.942.070;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Core staff;0
5038880;1;1;1;1;0;0;0;0;2;37;112500.0;5.062.663.846.622.440;12.950.300.143.055.600;Working;Secondary / secondary special;Civil marriage;House / apartment;Laborers;0
5038883;0;0;1;0;1;0;1;0;2;60;135000.0;6.265.973.976.193.890;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5038903;0;0;1;0;0;0;0;1;3;27;135000.0;30.210.065.915.111.100;6.628.472.863.919.170;Commercial associate;Secondary / secondary special;Married;With parents;Laborers;0
5038925;0;1;1;0;0;0;0;1;2;6;135000.0;2.893.146.334.284.750;62.095.730.918.499.300;Commercial associate;Incomplete higher;Separated;House / apartment;Other;0
5038926;0;0;1;0;0;0;1;0;2;20;54000.0;57.030.602.955.570.600;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5038932;0;0;1;0;1;0;0;0;1;54;94500.0;3.983.107.113.766.880;172.953.585.631.464;Commercial associate;Higher education;Separated;House / apartment;Medicine staff;0
5038937;0;0;1;1;1;0;0;0;1;39;225000.0;5.782.459.598.759.720;13.377.413.636.145.800;Working;Secondary / secondary special;Single / not married;House / apartment;Other;0
5041051;0;0;1;0;0;0;1;0;2;50;225000.0;604.639.383.423.342;0.0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;Other;0
5041057;0;0;1;0;0;0;0;1;3;46;135000.0;4.604.338.213.652.570;4.262.921.209.881.100;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5041061;0;0;1;0;0;0;0;0;1;31;103500.0;4.780.659.424.902.630;5.842.693.552.913.470;Working;Secondary / secondary special;Single / not married;House / apartment;Sales staff;0
5041070;0;1;1;0;1;0;1;0;2;55;54000.0;554.864.234.036.291;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5041071;0;0;0;0;0;0;0;0;1;21;112500.0;29.235.371.020.623.200;4.178.046.092.664.460;State servant;Secondary / secondary special;Single / not married;With parents;Security staff;0
5041076;0;0;0;0;0;0;0;3;5;22;112500.0;3.311.224.734.251.900;8.430.015.674.517.610;Working;Higher education;Married;House / apartment;Laborers;0
5041086;1;1;1;0;1;0;0;0;2;35;189000.0;5.129.742.568.293.660;0.9281504753691041;Working;Higher education;Married;House / apartment;Drivers;0
5041099;0;0;1;0;0;0;1;0;2;35;202500.0;5.843.514.925.015.570;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5041107;0;0;0;0;0;0;1;0;1;35;117000.0;6.312.518.395.312.700;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;1
5041111;1;1;1;1;1;0;0;0;1;26;405000.0;5.042.677.125.471.430;9.262.339.404.642.120;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Laborers;0
5041116;0;0;1;0;0;0;0;0;1;35;225000.0;4.662.929.423.602.120;17.577.362.984.866.200;Commercial associate;Higher education;Single / not married;House / apartment;Core staff;0
5041137;0;0;1;0;0;0;0;0;2;43;157500.0;2.830.448.263.824.710;21.766.360.705.558.600;State servant;Incomplete higher;Civil marriage;House / apartment;Core staff;0
5041147;0;0;1;0;0;0;1;0;2;14;90000.0;6.361.800.721.438.490;0.0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;Other;1
5041152;0;0;1;0;0;0;1;0;2;3;121500.0;5.530.024.572.715.380;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5041160;1;1;1;1;1;0;0;1;3;30;157500.0;39.565.494.157.990.900;11.515.636.871.393.600;Commercial associate;Secondary / secondary special;Married;House / apartment;Drivers;1
5041165;0;0;1;1;0;0;0;0;2;47;108000.0;33.123.198.970.546.900;6.094.580.997.556.410;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Sales staff;0
5041173;1;1;1;1;0;0;0;1;3;28;225000.0;51.248.143.356.810.800;15.961.997.850.743;Working;Secondary / secondary special;Married;House / apartment;Managers;0
5041174;0;0;1;1;1;0;0;1;3;7;180000.0;29.443.451.953.154.400;0.177963955454253;Working;Incomplete higher;Married;Municipal apartment;Core staff;0
5041176;0;1;1;0;1;0;1;0;2;51;153000.0;6.072.130.160.099.110;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
